Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2010-08-02T20:00:00Z,RETL,1.1143562228573,8227,Market On Open,Filled,9167.8086454473, 
2016-11-01T15:00:00Z,RETL,14.4239377688,-268,Market,Filled,-3865.6153220384,Warning: No quote information available at 11/01/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-07T15:00:00Z,RETL,14.0325760344,405,Market,Filled,5683.193293932,Warning: No quote information available at 11/07/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-28T15:00:00Z,RETL,16.4710606872,-278,Market,Filled,-4578.9548710416,Warning: No quote information available at 11/28/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-29T21:00:00Z,RETL,16.5275070912,-127,Market On Open,Filled,-2098.9934005824, 
2016-12-02T15:00:00Z,RETL,16.0006739872,283,Market,Filled,4528.1907383776,Warning: No quote information available at 12/02/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-02T21:00:00Z,RETL,15.767362184,-283,Market On Open,Filled,-4462.163498072, 
2016-12-05T15:00:00Z,RETL,15.9329383024,412,Market,Filled,6564.3705805888,Warning: No quote information available at 12/05/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-12T16:00:00Z,RETL,17.31023056,-283,Market,Filled,-4898.79524848,Warning: No quote information available at 12/12/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-13T16:00:00Z,RETL,16.9339212,-129,Market,Filled,-2184.4758348,Warning: No quote information available at 12/13/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-20T15:00:00Z,RETL,16.820240124,419,Market,Filled,7047.680611956,Warning: No quote information available at 12/20/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-22T15:00:00Z,RETL,16.0658311848,-419,Market,Filled,-6731.5832664312,Warning: No quote information available at 12/22/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-29T15:00:00Z,RETL,14.6686350372,315,Market,Filled,4620.620036718,Warning: No quote information available at 12/29/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-29T17:00:00Z,RETL,14.1875068872,-315,Market,Filled,-4469.064669468,Warning: No quote information available at 12/29/2016 12:00:00 America/New_York, order filled using TradeBar data 
2017-01-03T15:00:00Z,RETL,14.2875815424,316,Market,Filled,4514.8757673984,Warning: No quote information available at 01/03/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-03T17:00:00Z,RETL,14.0181497784,-316,Market,Filled,-4429.7353299744,Warning: No quote information available at 01/03/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-01-03T21:00:00Z,RETL,14.5339191552,311,Market On Open,Filled,4520.0488572672, 
2017-01-04T15:00:00Z,RETL,14.8918784988,134,Market,Filled,1995.5117188392,Warning: No quote information available at 01/04/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-05T15:00:00Z,RETL,14.0912812572,-445,Market,Filled,-6270.620159454,Warning: No quote information available at 01/05/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-10T15:00:00Z,RETL,13.9411692744,308,Market,Filled,4293.8801365152,Warning: No quote information available at 01/10/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-10T16:00:00Z,RETL,14.3684110716,138,Market,Filled,1982.8407278808,Warning: No quote information available at 01/10/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-01-11T18:00:00Z,RETL,13.7448689892,-141,Market,Filled,-1938.0265274772,Warning: No quote information available at 01/11/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-01-12T16:00:00Z,RETL,13.6909826364,-305,Market,Filled,-4175.749704102,Warning: No quote information available at 01/12/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-01-12T20:00:00Z,RETL,14.0412439296,137,Market,Filled,1923.6504183552,Warning: No quote information available at 01/12/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-01-13T15:00:00Z,RETL,14.1413185848,297,Market,Filled,4199.9716196856,Warning: No quote information available at 01/13/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-18T15:00:00Z,RETL,13.7333219136,-434,Market,Filled,-5960.2617105024,Warning: No quote information available at 01/18/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-18T17:00:00Z,RETL,14.0989793076,289,Market,Filled,4074.6050198964,Warning: No quote information available at 01/18/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-01-18T21:00:00Z,RETL,13.9950556272,133,Market On Open,Filled,1861.3423984176, 
2017-01-19T16:00:00Z,RETL,13.8795848712,-288,Market,Filled,-3997.3204429056,Warning: No quote information available at 01/19/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-01-19T17:00:00Z,RETL,13.7487180144,-134,Market,Filled,-1842.3282139296,Warning: No quote information available at 01/19/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-01-24T18:00:00Z,RETL,13.4253998976,299,Market,Filled,4014.1945693824,Warning: No quote information available at 01/24/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-01-25T15:00:00Z,RETL,13.8333965688,133,Market,Filled,1839.8417436504,Warning: No quote information available at 01/25/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-26T21:00:00Z,RETL,13.240646688,-432,Market On Open,Filled,-5719.959369216, 
2017-01-31T21:00:00Z,RETL,13.1675152092,297,Market On Open,Filled,3910.7520171324, 
2017-02-02T16:00:00Z,RETL,13.08668568,139,Market,Filled,1819.04930952,Warning: No quote information available at 02/02/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-02-06T19:00:00Z,RETL,12.547822152,-298,Market,Filled,-3739.251001296,Warning: No quote information available at 02/06/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-02-07T18:00:00Z,RETL,12.4592945724,-138,Market,Filled,-1719.3826509912,Warning: No quote information available at 02/07/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-02-08T20:00:00Z,RETL,12.8672912436,425,Market,Filled,5468.59877853,Warning: No quote information available at 02/08/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-02-16T20:00:00Z,RETL,13.3599664692,-291,Market,Filled,-3887.7502425372,Warning: No quote information available at 02/16/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-02-16T21:00:00Z,RETL,13.0982327556,-134,Market On Open,Filled,-1755.1631892504, 
2017-02-21T15:00:00Z,RETL,14.1028283328,399,Market,Filled,5627.0285047872,Warning: No quote information available at 02/21/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-02-23T16:00:00Z,RETL,13.529323578,-273,Market,Filled,-3693.505336794,Warning: No quote information available at 02/23/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-02-23T17:00:00Z,RETL,13.3638154944,-126,Market,Filled,-1683.8407522944,Warning: No quote information available at 02/23/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-02-24T18:00:00Z,RETL,13.6563414096,124,Market,Filled,1693.3863347904,Warning: No quote information available at 02/24/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-02-27T16:00:00Z,RETL,13.5639648048,273,Market,Filled,3702.9623917104,Warning: No quote information available at 02/27/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-02-28T15:00:00Z,RETL,13.0058561508,-397,Market,Filled,-5163.3248918676,Warning: No quote information available at 02/28/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-03-02T19:00:00Z,RETL,13.2098544864,391,Market,Filled,5165.0531041824,Warning: No quote information available at 03/02/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-03-03T16:00:00Z,RETL,12.7287263364,-123,Market,Filled,-1565.6333393772,Warning: No quote information available at 03/03/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-03-03T17:00:00Z,RETL,12.4554455472,-268,Market,Filled,-3338.0594066496,Warning: No quote information available at 03/03/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-03-08T17:00:00Z,RETL,12.2514472116,274,Market,Filled,3356.8965359784,Warning: No quote information available at 03/08/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-03-09T16:00:00Z,RETL,11.854997616,-274,Market,Filled,-3248.269346784,Warning: No quote information available at 03/09/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-03-10T15:00:00Z,RETL,12.1167313296,271,Market,Filled,3283.6341903216,Warning: No quote information available at 03/10/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-03-10T16:00:00Z,RETL,12.1513725564,125,Market,Filled,1518.92156955,Warning: No quote information available at 03/10/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-03-10T19:00:00Z,RETL,11.9358271452,-125,Market,Filled,-1491.97839315,Warning: No quote information available at 03/10/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-03-13T14:00:00Z,RETL,12.12442938,123,Market,Filled,1491.30481374,Warning: No quote information available at 03/13/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-03-13T15:00:00Z,RETL,11.7818661372,-394,Market,Filled,-4642.0552580568,Warning: No quote information available at 03/13/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-03-15T20:00:00Z,RETL,12.1128823044,383,Market On Open,Filled,4639.2339225852, 
2017-03-20T15:00:00Z,RETL,11.9858644728,-262,Market,Filled,-3140.2964918736,Warning: No quote information available at 03/20/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-03-20T18:00:00Z,RETL,11.8011112632,-121,Market,Filled,-1427.9344628472,Warning: No quote information available at 03/20/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-03-23T16:00:00Z,RETL,11.5316794992,271,Market,Filled,3125.0851442832,Warning: No quote information available at 03/23/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-03-27T16:00:00Z,RETL,11.3315301888,128,Market,Filled,1450.4358641664,Warning: No quote information available at 03/27/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-04-03T14:00:00Z,RETL,11.7703190616,-273,Market,Filled,-3213.2971038168,Warning: No quote information available at 04/03/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-04-03T19:00:00Z,RETL,11.5932639024,-126,Market,Filled,-1460.7512517024,Warning: No quote information available at 04/03/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-04-06T14:00:00Z,RETL,11.489340222,278,Market,Filled,3194.036581716,Warning: No quote information available at 04/06/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-04-07T14:00:00Z,RETL,11.5740187764,127,Market,Filled,1469.9003846028,Warning: No quote information available at 04/07/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-04-13T17:00:00Z,RETL,11.5547736504,-277,Market,Filled,-3200.6723011608,Warning: No quote information available at 04/13/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-04-17T14:00:00Z,RETL,11.604810978,-128,Market,Filled,-1485.415805184,Warning: No quote information available at 04/17/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-04-18T15:00:00Z,RETL,11.8973368932,269,Market,Filled,3200.3836242708,Warning: No quote information available at 04/18/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-04-19T14:00:00Z,RETL,12.2860884384,120,Market,Filled,1474.330612608,Warning: No quote information available at 04/19/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-04-28T15:00:00Z,RETL,12.6209536308,-389,Market,Filled,-4909.5509623812,Warning: No quote information available at 04/28/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-05-02T17:00:00Z,RETL,12.89423442,380,Market,Filled,4899.8090796,Warning: No quote information available at 05/02/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-05-03T15:00:00Z,RETL,12.5978594796,-120,Market,Filled,-1511.743137552,Warning: No quote information available at 05/03/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-05-04T15:00:00Z,RETL,12.4823887236,-260,Market,Filled,-3245.421068136,Warning: No quote information available at 05/04/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-05-05T16:00:00Z,RETL,12.7287263364,374,Market,Filled,4760.5436498136,Warning: No quote information available at 05/05/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-05-11T14:00:00Z,RETL,12.5632182528,-374,Market,Filled,-4698.6436265472,Warning: No quote information available at 05/11/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-22T14:00:00Z,RETL,11.1313808784,289,Market,Filled,3216.9690738576,Warning: No quote information available at 05/22/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-23T19:00:00Z,RETL,10.6310076024,-289,Market,Filled,-3072.3611970936,Warning: No quote information available at 05/23/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-05-25T14:00:00Z,RETL,10.8388549632,421,Market,Filled,4563.1579395072,Warning: No quote information available at 05/25/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-26T14:00:00Z,RETL,10.565574174,-133,Market,Filled,-1405.221365142,Warning: No quote information available at 05/26/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-30T14:00:00Z,RETL,10.738780308,131,Market,Filled,1406.780220348,Warning: No quote information available at 05/30/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-31T14:00:00Z,RETL,10.3192365612,-419,Market,Filled,-4323.7601191428,Warning: No quote information available at 05/31/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-01T14:00:00Z,RETL,10.892741316,397,Market,Filled,4324.418302452,Warning: No quote information available at 06/01/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-06T14:00:00Z,RETL,10.5809702748,-397,Market,Filled,-4200.6451990956,Warning: No quote information available at 06/06/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-08T14:00:00Z,RETL,10.6387056528,270,Market,Filled,2872.450526256,Warning: No quote information available at 06/08/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-08T19:00:00Z,RETL,10.3962170652,-270,Market,Filled,-2806.978607604,Warning: No quote information available at 06/08/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-06-09T14:00:00Z,RETL,10.5963663756,267,Market,Filled,2829.2298222852,Warning: No quote information available at 06/09/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-09T16:00:00Z,RETL,10.6887429804,122,Market,Filled,1304.0266436088,Warning: No quote information available at 06/09/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-06-15T14:00:00Z,RETL,10.6964410308,-266,Market,Filled,-2845.2533141928,Warning: No quote information available at 06/15/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-15T15:00:00Z,RETL,10.2730482588,-123,Market,Filled,-1263.5849358324,Warning: No quote information available at 06/15/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-06-23T15:00:00Z,RETL,9.5532805464,294,Market,Filled,2808.6644806416,Warning: No quote information available at 06/23/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-06-26T14:00:00Z,RETL,9.9227869656,131,Market,Filled,1299.8850924936,Warning: No quote information available at 06/26/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-05T14:00:00Z,RETL,10.39236804,-425,Market,Filled,-4416.756417,Warning: No quote information available at 07/05/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-12T14:00:00Z,RETL,9.468601992,318,Market,Filled,3011.015433456,Warning: No quote information available at 07/12/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-12T18:00:00Z,RETL,9.23766048,-318,Market,Filled,-2937.57603264,Warning: No quote information available at 07/12/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-07-13T14:00:00Z,RETL,9.6687513024,448,Market,Filled,4331.6005834752,Warning: No quote information available at 07/13/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-24T14:00:00Z,RETL,10.0998421248,-448,Market,Filled,-4524.7292719104,Warning: No quote information available at 07/24/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-25T15:00:00Z,RETL,10.19991678,302,Market,Filled,3080.37486756,Warning: No quote information available at 07/25/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-07-25T16:00:00Z,RETL,10.4962917204,135,Market,Filled,1416.999382254,Warning: No quote information available at 07/25/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-08-02T15:00:00Z,RETL,10.5809702748,-299,Market,Filled,-3163.7101121652,Warning: No quote information available at 08/02/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-08-02T16:00:00Z,RETL,10.4847446448,-138,Market,Filled,-1446.8947609824,Warning: No quote information available at 08/02/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-08-03T15:00:00Z,RETL,10.77727056,293,Market,Filled,3157.74027408,Warning: No quote information available at 08/03/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-08-03T18:00:00Z,RETL,10.4962917204,-293,Market,Filled,-3075.4134740772,Warning: No quote information available at 08/03/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-08-04T18:00:00Z,RETL,10.796515686,419,Market,Filled,4523.740072434,Warning: No quote information available at 08/04/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-08-09T14:00:00Z,RETL,10.142181402,-419,Market,Filled,-4249.574007438,Warning: No quote information available at 08/09/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-08-22T14:00:00Z,RETL,8.6910989016,336,Market,Filled,2920.2092309376,Warning: No quote information available at 08/22/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-08-22T19:00:00Z,RETL,8.795022582,153,Market,Filled,1345.638455046,Warning: No quote information available at 08/22/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-08-29T14:00:00Z,RETL,8.8489089348,-335,Market,Filled,-2964.384493158,Warning: No quote information available at 08/29/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-08-31T14:00:00Z,RETL,9.199170228,321,Market,Filled,2952.933643188,Warning: No quote information available at 08/31/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-09-19T15:00:00Z,RETL,10.5501780732,-326,Market,Filled,-3439.3580518632,Warning: No quote information available at 09/19/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-09-19T16:00:00Z,RETL,10.257652158,-149,Market,Filled,-1528.390171542,Warning: No quote information available at 09/19/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-09-22T14:00:00Z,RETL,10.2730482588,328,Market,Filled,3369.5598288864,Warning: No quote information available at 09/22/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-09-22T19:00:00Z,RETL,10.450103418,149,Market,Filled,1557.065409282,Warning: No quote information available at 09/22/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-10-02T14:00:00Z,RETL,10.9658727948,-327,Market,Filled,-3585.8404038996,Warning: No quote information available at 10/02/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-10-03T14:00:00Z,RETL,11.2430026092,318,Market,Filled,3575.2748297256,Warning: No quote information available at 10/03/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-10-04T20:00:00Z,RETL,11.1506260044,-321,Market On Open,Filled,-3579.3509474124, 
2017-10-05T14:00:00Z,RETL,11.25839871,317,Market,Filled,3568.91239107,Warning: No quote information available at 10/05/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-10-06T16:00:00Z,RETL,11.1005886768,-318,Market,Filled,-3529.9871992224,Warning: No quote information available at 10/06/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-10-09T15:00:00Z,RETL,10.6310076024,-146,Market,Filled,-1552.1271099504,Warning: No quote information available at 10/09/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-10-17T14:00:00Z,RETL,9.8073162096,355,Market,Filled,3481.597254408,Warning: No quote information available at 10/17/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-10-18T14:00:00Z,RETL,10.1768226288,157,Market,Filled,1597.7611527216,Warning: No quote information available at 10/18/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-10-25T14:00:00Z,RETL,10.1883697044,-351,Market,Filled,-3576.1177662444,Warning: No quote information available at 10/25/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-10-25T15:00:00Z,RETL,10.0190125956,-161,Market,Filled,-1613.0610278916,Warning: No quote information available at 10/25/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-10-25T19:00:00Z,RETL,10.334632662,158,Market,Filled,1632.871960596,Warning: No quote information available at 10/25/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-10-26T16:00:00Z,RETL,10.4770465944,339,Market,Filled,3551.7187955016,Warning: No quote information available at 10/26/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-10-27T14:00:00Z,RETL,9.6341100756,-497,Market,Filled,-4788.1527075732,Warning: No quote information available at 10/27/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-11-01T14:00:00Z,RETL,9.6918454536,339,Market,Filled,3285.5356087704,Warning: No quote information available at 11/01/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-11-01T16:00:00Z,RETL,9.2530565808,-339,Market,Filled,-3136.7861808912,Warning: No quote information available at 11/01/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-11-02T14:00:00Z,RETL,9.6572042268,330,Market,Filled,3186.877394844,Warning: No quote information available at 11/02/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-11-02T16:00:00Z,RETL,9.7110905796,152,Market,Filled,1476.0857680992,Warning: No quote information available at 11/02/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-11-07T15:00:00Z,RETL,9.5109412692,-330,Market,Filled,-3138.610618836,Warning: No quote information available at 11/07/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-11-07T16:00:00Z,RETL,9.1914721776,-152,Market,Filled,-1397.1037709952,Warning: No quote information available at 11/07/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-11-09T16:00:00Z,RETL,9.3454331856,332,Market,Filled,3102.6838176192,Warning: No quote information available at 11/09/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-11-09T19:00:00Z,RETL,9.5571295716,150,Market,Filled,1433.56943574,Warning: No quote information available at 11/09/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-11-15T15:00:00Z,RETL,9.4185646644,-330,Market,Filled,-3108.126339252,Warning: No quote information available at 11/15/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-11-15T16:00:00Z,RETL,9.6495061764,322,Market,Filled,3107.1409888008,Warning: No quote information available at 11/15/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-11-27T17:00:00Z,RETL,10.77727056,-326,Market,Filled,-3513.39020256,Warning: No quote information available at 11/27/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-11-27T18:00:00Z,RETL,10.7310822576,-148,Market,Filled,-1588.2001741248,Warning: No quote information available at 11/27/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-11-28T15:00:00Z,RETL,10.9812688956,461,Market,Filled,5062.3649608716,Warning: No quote information available at 11/28/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-12-12T21:00:00Z,RETL,12.913479546,-461,Market On Open,Filled,-5953.114070706, 
2017-12-13T17:00:00Z,RETL,13.2752879148,140,Market,Filled,1858.540308072,Warning: No quote information available at 12/13/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-12-13T20:00:00Z,RETL,13.37536257,303,Market,Filled,4052.73485871,Warning: No quote information available at 12/13/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-12-14T17:00:00Z,RETL,12.9288756468,-443,Market,Filled,-5727.4919115324,Warning: No quote information available at 12/14/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-12-15T15:00:00Z,RETL,13.0135542012,301,Market,Filled,3917.0798145612,Warning: No quote information available at 12/15/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-12-15T20:00:00Z,RETL,13.2290996124,137,Market,Filled,1812.3866468988,Warning: No quote information available at 12/15/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-12-28T15:00:00Z,RETL,14.010451728,-301,Market,Filled,-4217.145970128,Warning: No quote information available at 12/28/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-12-28T18:00:00Z,RETL,13.9219241484,-137,Market,Filled,-1907.3036083308,Warning: No quote information available at 12/28/2017 13:00:00 America/New_York, order filled using TradeBar data 
2018-01-02T15:00:00Z,RETL,14.414599374,423,Market,Filled,6097.375535202,Warning: No quote information available at 01/02/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-01-04T15:00:00Z,RETL,13.9758105012,-423,Market,Filled,-5911.7678420076,Warning: No quote information available at 01/04/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-01-04T21:00:00Z,RETL,14.1798088368,130,Market On Open,Filled,1843.375148784, 
2018-01-05T16:00:00Z,RETL,14.607050634,279,Market,Filled,4075.367126886,Warning: No quote information available at 01/05/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-01-10T15:00:00Z,RETL,14.14516761,-280,Market,Filled,-3960.6469308,Warning: No quote information available at 01/10/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-01-10T18:00:00Z,RETL,14.761011642,268,Market,Filled,3955.951120056,Warning: No quote information available at 01/10/2018 13:00:00 America/New_York, order filled using TradeBar data 
2018-01-25T20:00:00Z,RETL,16.7163164436,-273,Market,Filled,-4563.5543891028,Warning: No quote information available at 01/25/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-01-26T19:00:00Z,RETL,17.166652392,263,Market,Filled,4514.829579096,Warning: No quote information available at 01/26/2018 14:00:00 America/New_York, order filled using TradeBar data 
2018-01-30T15:00:00Z,RETL,16.4083944276,-387,Market,Filled,-6350.0486434812,Warning: No quote information available at 01/30/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-02-07T15:00:00Z,RETL,14.1028283328,309,Market,Filled,4357.7739548352,Warning: No quote information available at 02/07/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-02-07T16:00:00Z,RETL,14.318373744,140,Market,Filled,2004.57232416,Warning: No quote information available at 02/07/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-02-08T18:00:00Z,RETL,13.1290249572,-140,Market,Filled,-1838.063494008,Warning: No quote information available at 02/08/2018 13:00:00 America/New_York, order filled using TradeBar data 
2018-02-09T16:00:00Z,RETL,12.5170299504,-309,Market,Filled,-3867.7622546736,Warning: No quote information available at 02/09/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-02-13T15:00:00Z,RETL,13.3407213432,294,Market,Filled,3922.1720749008,Warning: No quote information available at 02/13/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-02-14T15:00:00Z,RETL,13.3638154944,136,Market,Filled,1817.4789072384,Warning: No quote information available at 02/14/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-02-20T20:00:00Z,RETL,13.6755865356,-295,Market,Filled,-4034.298028002,Warning: No quote information available at 02/20/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-02-22T15:00:00Z,RETL,13.4561920992,-135,Market,Filled,-1816.585933392,Warning: No quote information available at 02/22/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-02-23T15:00:00Z,RETL,13.7179258128,291,Market,Filled,3991.9164115248,Warning: No quote information available at 02/23/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-02-23T16:00:00Z,RETL,13.4985313764,-291,Market,Filled,-3928.0726305324,Warning: No quote information available at 02/23/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-02-23T17:00:00Z,RETL,13.6409453088,290,Market,Filled,3955.874139552,Warning: No quote information available at 02/23/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-02-23T20:00:00Z,RETL,14.1336205344,128,Market,Filled,1809.1034284032,Warning: No quote information available at 02/23/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-02-27T18:00:00Z,RETL,13.5909079812,-418,Market,Filled,-5680.9995361416,Warning: No quote information available at 02/27/2018 13:00:00 America/New_York, order filled using TradeBar data 
