Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2015-09-02T20:00:00Z,NAIL,31.867881081,96,Market On Open,Filled,3059.316583776, 
2017-03-14T15:00:00Z,NAIL,36.06386789,-164,Market,Filled,-5914.47433396,Warning: No quote information available at 03/14/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-03-14T16:00:00Z,NAIL,36.958094587,50,Market,Filled,1847.90472935,Warning: No quote information available at 03/14/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-03-15T15:00:00Z,NAIL,37.665614611,108,Market,Filled,4067.886377988,Warning: No quote information available at 03/15/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-03-21T14:00:00Z,NAIL,38.854641318,-109,Market,Filled,-4235.155903662,Warning: No quote information available at 03/21/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-03-21T15:00:00Z,NAIL,37.410121269,-49,Market,Filled,-1833.095942181,Warning: No quote information available at 03/21/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-03-23T16:00:00Z,NAIL,37.704921279,109,Market,Filled,4109.836419411,Warning: No quote information available at 03/23/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-03-23T20:00:00Z,NAIL,37.754054614,-109,Market On Open,Filled,-4115.191952926, 
2017-03-24T14:00:00Z,NAIL,37.852321284,160,Market,Filled,6056.37140544,Warning: No quote information available at 03/24/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-03-24T19:00:00Z,NAIL,36.977747921,-51,Market,Filled,-1885.865143971,Warning: No quote information available at 03/24/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-03-27T14:00:00Z,NAIL,36.103174558,-109,Market,Filled,-3935.246026822,Warning: No quote information available at 03/27/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-03-27T20:00:00Z,NAIL,37.223414596,107,Market On Open,Filled,3982.905361772, 
2017-03-28T14:00:00Z,NAIL,37.174281261,50,Market,Filled,1858.71406305,Warning: No quote information available at 03/27/2017 16:00:00 America/New_York, order filled using TradeBar data 
2017-04-03T16:00:00Z,NAIL,37.518214606,-108,Market,Filled,-4051.967177448,Warning: No quote information available at 04/03/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-04-04T15:00:00Z,NAIL,37.203761262,-49,Market,Filled,-1822.984301838,Warning: No quote information available at 04/04/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-04-05T15:00:00Z,NAIL,38.235561297,153,Market,Filled,5850.040878441,Warning: No quote information available at 04/05/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-04-05T20:00:00Z,NAIL,37.105494592,-153,Market On Open,Filled,-5677.140672576, 
2017-04-06T15:00:00Z,NAIL,37.302027932,104,Market,Filled,3879.410904928,Warning: No quote information available at 04/06/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-04-07T14:00:00Z,NAIL,38.009547956,47,Market,Filled,1786.448753932,Warning: No quote information available at 04/07/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-04-07T16:00:00Z,NAIL,37.223414596,-48,Market,Filled,-1786.723900608,Warning: No quote information available at 04/07/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-04-10T14:00:00Z,NAIL,37.83266795,48,Market,Filled,1815.9680616,Warning: No quote information available at 04/10/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-04-20T15:00:00Z,NAIL,38.274867965,-151,Market,Filled,-5779.505062715,Warning: No quote information available at 04/20/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-04-20T16:00:00Z,NAIL,39.169094662,46,Market,Filled,1801.778354452,Warning: No quote information available at 04/20/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-04-20T17:00:00Z,NAIL,39.670254679,100,Market,Filled,3967.0254679,Warning: No quote information available at 04/20/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-04-21T15:00:00Z,NAIL,38.540187974,-146,Market,Filled,-5626.867444204,Warning: No quote information available at 04/21/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-04-24T14:00:00Z,NAIL,39.630948011,142,Market,Filled,5627.594617562,Warning: No quote information available at 04/24/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-04-25T14:00:00Z,NAIL,38.707241313,-45,Market,Filled,-1741.825859085,Warning: No quote information available at 04/25/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-04-25T15:00:00Z,NAIL,37.901454619,-97,Market,Filled,-3676.441098043,Warning: No quote information available at 04/25/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-04-25T20:00:00Z,NAIL,39.522854674,138,Market On Open,Filled,5454.153945012, 
2017-05-01T16:00:00Z,NAIL,39.021694657,-95,Market,Filled,-3707.060992415,Warning: No quote information available at 05/01/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-05-02T14:00:00Z,NAIL,38.707241313,-43,Market,Filled,-1664.411376459,Warning: No quote information available at 05/02/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-05T14:00:00Z,NAIL,38.825161317,94,Market,Filled,3649.565163798,Warning: No quote information available at 05/05/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-05T20:00:00Z,NAIL,39.237881331,43,Market On Open,Filled,1687.228897233, 
2017-05-17T15:00:00Z,NAIL,39.375454669,-137,Market,Filled,-5394.437289653,Warning: No quote information available at 05/17/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-05-19T15:00:00Z,NAIL,40.987028057,131,Market,Filled,5369.300675467,Warning: No quote information available at 05/19/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-05-24T14:00:00Z,NAIL,39.650601345,-131,Market,Filled,-5194.228776195,Warning: No quote information available at 05/24/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-24T20:00:00Z,NAIL,41.655241413,40,Market On Open,Filled,1666.20965652, 
2017-05-25T14:00:00Z,NAIL,41.615934745,85,Market,Filled,3537.354453325,Warning: No quote information available at 05/25/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-25T16:00:00Z,NAIL,40.525174708,-86,Market,Filled,-3485.165024888,Warning: No quote information available at 05/25/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-05-26T14:00:00Z,NAIL,40.141934695,-39,Market,Filled,-1565.535453105,Warning: No quote information available at 05/26/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-01T17:00:00Z,NAIL,40.004361357,87,Market,Filled,3480.379438059,Warning: No quote information available at 06/01/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-06-01T20:00:00Z,NAIL,40.544828042,39,Market On Open,Filled,1581.248293638, 
2017-06-07T14:00:00Z,NAIL,40.417081371,-87,Market,Filled,-3516.286079277,Warning: No quote information available at 06/07/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-08T14:00:00Z,NAIL,41.2720014,85,Market,Filled,3508.120119,Warning: No quote information available at 06/07/2017 16:00:00 America/New_York, order filled using TradeBar data 
2017-06-16T14:00:00Z,NAIL,42.2546681,-124,Market,Filled,-5239.5788444,Warning: No quote information available at 06/16/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-16T20:00:00Z,NAIL,44.052948161,38,Market On Open,Filled,1674.012030118, 
2017-06-19T14:00:00Z,NAIL,44.111908163,81,Market,Filled,3573.064561203,Warning: No quote information available at 06/19/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-22T14:00:00Z,NAIL,44.072601495,-82,Market,Filled,-3613.95332259,Warning: No quote information available at 06/22/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-22T20:00:00Z,NAIL,43.070281461,-37,Market On Open,Filled,-1593.600414057, 
2017-06-26T20:00:00Z,NAIL,43.974334825,80,Market On Open,Filled,3517.946786, 
2017-06-27T20:00:00Z,NAIL,44.239654834,-80,Market On Open,Filled,-3539.17238672, 
2017-06-28T14:00:00Z,NAIL,44.239654834,118,Market,Filled,5220.279270412,Warning: No quote information available at 06/28/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-29T15:00:00Z,NAIL,43.33560147,-118,Market,Filled,-5113.60097346,Warning: No quote information available at 06/29/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-06-30T14:00:00Z,NAIL,44.062774828,116,Market,Filled,5111.281880048,Warning: No quote information available at 06/30/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-06T15:00:00Z,NAIL,43.483001475,-116,Market,Filled,-5044.0281711,Warning: No quote information available at 07/06/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-07-07T14:00:00Z,NAIL,45.409028207,111,Market,Filled,5040.402130977,Warning: No quote information available at 07/07/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-18T14:00:00Z,NAIL,46.666841583,-76,Market,Filled,-3546.679960308,Warning: No quote information available at 07/18/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-18T15:00:00Z,NAIL,45.025788194,-35,Market,Filled,-1575.90258679,Warning: No quote information available at 07/18/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-07-21T15:00:00Z,NAIL,45.851228222,76,Market,Filled,3484.693344872,Warning: No quote information available at 07/21/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-07-25T14:00:00Z,NAIL,46.057588229,36,Market,Filled,1658.073176244,Warning: No quote information available at 07/25/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-27T14:00:00Z,NAIL,45.743134885,-77,Market,Filled,-3522.221386145,Warning: No quote information available at 07/27/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-27T16:00:00Z,NAIL,46.411348241,75,Market,Filled,3480.851118075,Warning: No quote information available at 07/27/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-07-27T19:00:00Z,NAIL,45.487641543,-75,Market,Filled,-3411.573115725,Warning: No quote information available at 07/27/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-07-28T16:00:00Z,NAIL,44.789948186,-35,Market,Filled,-1567.64818651,Warning: No quote information available at 07/28/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-08-01T18:00:00Z,NAIL,46.214814901,108,Market,Filled,4991.200009308,Warning: No quote information available at 08/01/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-08-10T14:00:00Z,NAIL,47.187654934,-74,Market,Filled,-3491.886465116,Warning: No quote information available at 08/10/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-08-10T15:00:00Z,NAIL,46.136201565,-34,Market,Filled,-1568.63085321,Warning: No quote information available at 08/10/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-08-14T14:00:00Z,NAIL,46.263948236,75,Market,Filled,3469.7961177,Warning: No quote information available at 08/14/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-08-14T15:00:00Z,NAIL,46.981294927,34,Market,Filled,1597.364027518,Warning: No quote information available at 08/14/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-08-17T19:00:00Z,NAIL,45.428681541,-109,Market,Filled,-4951.726287969,Warning: No quote information available at 08/17/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-08-25T18:00:00Z,NAIL,42.765654784,116,Market,Filled,4960.815954944,Warning: No quote information available at 08/25/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-09-15T15:00:00Z,NAIL,46.991121594,-80,Market,Filled,-3759.28972752,Warning: No quote information available at 09/15/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-09-18T14:00:00Z,NAIL,47.649508283,78,Market,Filled,3716.661646074,Warning: No quote information available at 09/18/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-09-21T14:00:00Z,NAIL,47.325228272,-78,Market,Filled,-3691.367805216,Warning: No quote information available at 09/21/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-09-22T14:00:00Z,NAIL,48.54373498,76,Market,Filled,3689.32385848,Warning: No quote information available at 09/22/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-10-10T17:00:00Z,NAIL,57.987161967,-77,Market,Filled,-4465.011471459,Warning: No quote information available at 10/10/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-10-11T15:00:00Z,NAIL,59.05826867,75,Market,Filled,4429.37015025,Warning: No quote information available at 10/11/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-10-16T17:00:00Z,NAIL,58.724161992,-76,Market,Filled,-4463.036311392,Warning: No quote information available at 10/16/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-10-17T15:00:00Z,NAIL,59.431682016,75,Market,Filled,4457.3761512,Warning: No quote information available at 10/17/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-10-18T15:00:00Z,NAIL,58.724161992,-109,Market,Filled,-6400.933657128,Warning: No quote information available at 10/18/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-10-18T16:00:00Z,NAIL,59.500468685,107,Market,Filled,6366.550149295,Warning: No quote information available at 10/18/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-11-02T15:00:00Z,NAIL,66.467575588,-107,Market,Filled,-7112.030587916,Warning: No quote information available at 11/02/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-11-06T17:00:00Z,NAIL,68.49186899,71,Market,Filled,4862.92269829,Warning: No quote information available at 11/06/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-11-06T18:00:00Z,NAIL,68.786669,32,Market,Filled,2201.173408,Warning: No quote information available at 11/06/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-12-05T15:00:00Z,NAIL,84.489682866,-103,Market,Filled,-8702.437335198,Warning: No quote information available at 12/05/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-12-08T15:00:00Z,NAIL,85.089109553,69,Market,Filled,5871.148559157,Warning: No quote information available at 12/08/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-12-08T17:00:00Z,NAIL,86.798949611,32,Market,Filled,2777.566387552,Warning: No quote information available at 12/08/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-12-12T21:00:00Z,NAIL,84.1714471,-69,Market On Open,Filled,-5807.8298499, 
2017-12-13T21:00:00Z,NAIL,83.085685238,-32,Market On Open,Filled,-2658.741927616, 
2017-12-14T16:00:00Z,NAIL,84.42047505,68,Market,Filled,5740.5923034,Warning: No quote information available at 12/14/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-12-14T17:00:00Z,NAIL,85.1675589,32,Market,Filled,2725.3618848,Warning: No quote information available at 12/14/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-12-14T19:00:00Z,NAIL,83.394479896,-100,Market,Filled,-8339.4479896,Warning: No quote information available at 12/14/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-12-15T15:00:00Z,NAIL,84.510125112,67,Market,Filled,5662.178382504,Warning: No quote information available at 12/15/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-12-15T16:00:00Z,NAIL,84.699386354,31,Market,Filled,2625.680976974,Warning: No quote information available at 12/15/2017 11:00:00 America/New_York, order filled using TradeBar data 
2018-01-02T17:00:00Z,NAIL,91.413179886,-67,Market,Filled,-6124.683052362,Warning: No quote information available at 01/02/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-01-02T20:00:00Z,NAIL,92.598552928,66,Market,Filled,6111.504493248,Warning: No quote information available at 01/02/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-01-10T15:00:00Z,NAIL,99.900052422,-67,Market,Filled,-6693.303512274,Warning: No quote information available at 01/10/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-01-10T16:00:00Z,NAIL,97.66876199,-30,Market,Filled,-2930.0628597,Warning: No quote information available at 01/10/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-01-11T15:00:00Z,NAIL,102.868465586,93,Market,Filled,9566.767299498,Warning: No quote information available at 01/11/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-01-16T20:00:00Z,NAIL,100.318419378,-29,Market,Filled,-2909.234161962,Warning: No quote information available at 01/16/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-01-17T16:00:00Z,NAIL,102.529787574,29,Market,Filled,2973.363839646,Warning: No quote information available at 01/17/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-01-25T15:00:00Z,NAIL,100.029546956,-93,Market,Filled,-9302.747866908,Warning: No quote information available at 01/25/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-02-07T15:00:00Z,NAIL,77.577186984,82,Market,Filled,6361.329332688,Warning: No quote information available at 02/07/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-02-07T16:00:00Z,NAIL,78.64302661,37,Market,Filled,2909.79198457,Warning: No quote information available at 02/07/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-02-07T21:00:00Z,NAIL,76.421697296,-37,Market On Open,Filled,-2827.602799952, 
2018-02-08T21:00:00Z,NAIL,67.03832414,-82,Market On Open,Filled,-5497.14257948, 
2018-02-12T18:00:00Z,NAIL,68.422919542,84,Market,Filled,5747.525241528,Warning: No quote information available at 02/12/2018 13:00:00 America/New_York, order filled using TradeBar data 
2018-02-14T16:00:00Z,NAIL,70.195998546,38,Market,Filled,2667.447944748,Warning: No quote information available at 02/14/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-02-21T21:00:00Z,NAIL,73.582778666,-84,Market On Open,Filled,-6180.953407944, 
2018-02-22T15:00:00Z,NAIL,70.255765254,-38,Market,Filled,-2669.719079652,Warning: No quote information available at 02/22/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-02-26T15:00:00Z,NAIL,70.395220906,85,Market,Filled,5983.59377701,Warning: No quote information available at 02/26/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-02-26T16:00:00Z,NAIL,68.393036188,-85,Market,Filled,-5813.40807598,Warning: No quote information available at 02/26/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-02-26T19:00:00Z,NAIL,70.62432662,84,Market,Filled,5932.44343608,Warning: No quote information available at 02/26/2018 14:00:00 America/New_York, order filled using TradeBar data 
2018-02-27T15:00:00Z,NAIL,71.082538048,38,Market,Filled,2701.136445824,Warning: No quote information available at 02/27/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-02-27T17:00:00Z,NAIL,67.725641282,-122,Market,Filled,-8262.528236404,Warning: No quote information available at 02/27/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-03-05T15:00:00Z,NAIL,60.533714086,94,Market,Filled,5690.169124084,Warning: No quote information available at 03/05/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-03-06T15:00:00Z,NAIL,63.482205014,41,Market,Filled,2602.770405574,Warning: No quote information available at 03/06/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-03-15T14:00:00Z,NAIL,67.048285258,-93,Market,Filled,-6235.490528994,Warning: No quote information available at 03/15/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-03-15T16:00:00Z,NAIL,65.852951098,-42,Market,Filled,-2765.823946116,Warning: No quote information available at 03/15/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-03-20T14:00:00Z,NAIL,66.859024016,92,Market,Filled,6151.030209472,Warning: No quote information available at 03/20/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-03-21T14:00:00Z,NAIL,66.68968501,42,Market,Filled,2800.96677042,Warning: No quote information available at 03/21/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-03-22T20:00:00Z,NAIL,64.179483274,-134,Market On Open,Filled,-8600.050758716, 
2018-03-23T14:00:00Z,NAIL,66.012328986,89,Market,Filled,5875.097279754,Warning: No quote information available at 03/23/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-03-23T16:00:00Z,NAIL,63.930455324,-89,Market,Filled,-5689.810523836,Warning: No quote information available at 03/23/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-03-26T14:00:00Z,NAIL,65.49435085,129,Market,Filled,8448.77125965,Warning: No quote information available at 03/26/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-03-26T16:00:00Z,NAIL,63.790999672,-41,Market,Filled,-2615.430986552,Warning: No quote information available at 03/26/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-03-26T17:00:00Z,NAIL,63.2530993,-88,Market,Filled,-5566.2727384,Warning: No quote information available at 03/26/2018 13:00:00 America/New_York, order filled using TradeBar data 
2018-03-26T19:00:00Z,NAIL,64.89668377,86,Market,Filled,5581.11480422,Warning: No quote information available at 03/26/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-03-26T20:00:00Z,NAIL,67.516457804,39,Market On Open,Filled,2633.141854356, 
2018-03-27T20:00:00Z,NAIL,62.914421288,-40,Market On Open,Filled,-2516.57685152, 
2018-03-29T17:00:00Z,NAIL,63.95037756,39,Market,Filled,2494.06472484,Warning: No quote information available at 03/29/2018 13:00:00 America/New_York, order filled using TradeBar data 
2018-04-02T14:00:00Z,NAIL,61.569670358,-124,Market,Filled,-7634.639124392,Warning: No quote information available at 04/02/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-04-04T14:00:00Z,NAIL,63.522049486,120,Market,Filled,7622.64593832,Warning: No quote information available at 04/04/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-04-10T14:00:00Z,NAIL,66.550229358,-82,Market,Filled,-5457.118807356,Warning: No quote information available at 04/10/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-04-11T19:00:00Z,NAIL,64.139638802,-38,Market,Filled,-2437.306274476,Warning: No quote information available at 04/11/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-04-16T15:00:00Z,NAIL,63.970299796,124,Market,Filled,7932.317174704,Warning: No quote information available at 04/16/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-04-19T14:00:00Z,NAIL,61.450136942,-124,Market,Filled,-7619.816980808,Warning: No quote information available at 04/19/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-04-24T14:00:00Z,NAIL,59.826474708,87,Market,Filled,5204.903299596,Warning: No quote information available at 04/24/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-04-24T18:00:00Z,NAIL,57.505534214,-87,Market,Filled,-5002.981476618,Warning: No quote information available at 04/24/2018 14:00:00 America/New_York, order filled using TradeBar data 
2018-04-25T17:00:00Z,NAIL,58.551451604,87,Market,Filled,5093.976289548,Warning: No quote information available at 04/25/2018 13:00:00 America/New_York, order filled using TradeBar data 
2018-04-26T15:00:00Z,NAIL,60.46398626,38,Market,Filled,2297.63147788,Warning: No quote information available at 04/26/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-04-30T20:00:00Z,NAIL,57.794406636,-86,Market On Open,Filled,-4970.318970696, 
2018-05-01T15:00:00Z,NAIL,56.7783726,-39,Market,Filled,-2214.3565314,Warning: No quote information available at 05/01/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-05-01T20:00:00Z,NAIL,58.979779678,38,Market On Open,Filled,2241.231627764, 
2018-05-02T15:00:00Z,NAIL,60.324530608,82,Market,Filled,4946.611509856,Warning: No quote information available at 05/02/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-05-02T20:00:00Z,NAIL,56.7783726,-120,Market On Open,Filled,-6813.404712, 
2018-05-03T18:00:00Z,NAIL,58.850285144,80,Market,Filled,4708.02281152,Warning: No quote information available at 05/03/2018 14:00:00 America/New_York, order filled using TradeBar data 
2018-05-04T15:00:00Z,NAIL,60.324530608,36,Market,Filled,2171.683101888,Warning: No quote information available at 05/04/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-05-09T14:00:00Z,NAIL,59.766708,-80,Market,Filled,-4781.33664,Warning: No quote information available at 05/09/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-05-09T15:00:00Z,NAIL,57.67487322,-36,Market,Filled,-2076.29543592,Warning: No quote information available at 05/09/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-05-11T14:00:00Z,NAIL,60.633325266,113,Market,Filled,6851.565755058,Warning: No quote information available at 05/11/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-05-14T20:00:00Z,NAIL,58.162968002,-36,Market On Open,Filled,-2093.866848072, 
2018-05-15T14:00:00Z,NAIL,55.324049372,-77,Market,Filled,-4259.951801644,Warning: No quote information available at 05/15/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-05-17T14:00:00Z,NAIL,55.13478813,79,Market,Filled,4355.64826227,Warning: No quote information available at 05/17/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-05-18T15:00:00Z,NAIL,56.439694588,35,Market,Filled,1975.38931058,Warning: No quote information available at 05/18/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-05-22T15:00:00Z,NAIL,55.294166018,-78,Market,Filled,-4312.944949404,Warning: No quote information available at 05/22/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-05-24T16:00:00Z,NAIL,57.087167258,76,Market,Filled,4338.624711608,Warning: No quote information available at 05/24/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-05-31T18:00:00Z,NAIL,57.605145394,-77,Market,Filled,-4435.596195338,Warning: No quote information available at 05/31/2018 14:00:00 America/New_York, order filled using TradeBar data 
2018-06-04T14:00:00Z,NAIL,59.149118684,75,Market,Filled,4436.1839013,Warning: No quote information available at 06/04/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-06-06T14:00:00Z,NAIL,57.884056698,-110,Market,Filled,-6367.24623678,Warning: No quote information available at 06/06/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-06-06T16:00:00Z,NAIL,59.428029988,107,Market,Filled,6358.799208716,Warning: No quote information available at 06/06/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-06-13T16:00:00Z,NAIL,63.890610852,-74,Market,Filled,-4727.905203048,Warning: No quote information available at 06/13/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-06-13T18:00:00Z,NAIL,61.579631476,-33,Market,Filled,-2032.127838708,Warning: No quote information available at 06/13/2018 14:00:00 America/New_York, order filled using TradeBar data 
2018-06-26T14:00:00Z,NAIL,55.871910862,82,Market,Filled,4581.496690684,Warning: No quote information available at 06/26/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-06-27T19:00:00Z,NAIL,52.963264406,-82,Market,Filled,-4342.987681292,Warning: No quote information available at 06/27/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-06-28T20:00:00Z,NAIL,54.83595459,83,Market On Open,Filled,4551.38423097, 
2018-06-29T14:00:00Z,NAIL,56.18070552,35,Market,Filled,1966.3246932,Warning: No quote information available at 06/29/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-07-12T14:00:00Z,NAIL,57.415884152,-81,Market,Filled,-4650.686616312,Warning: No quote information available at 07/12/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-07-13T14:00:00Z,NAIL,58.7705962,79,Market,Filled,4642.8770998,Warning: No quote information available at 07/13/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-07-20T19:00:00Z,NAIL,59.936047006,-80,Market,Filled,-4794.88376048,Warning: No quote information available at 07/20/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-07-23T15:00:00Z,NAIL,59.258690982,-36,Market,Filled,-2133.312875352,Warning: No quote information available at 07/23/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-07-27T14:00:00Z,NAIL,54.078909622,87,Market,Filled,4704.865137114,Warning: No quote information available at 07/27/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-07-31T15:00:00Z,NAIL,53.630659312,41,Market,Filled,2198.857031792,Warning: No quote information available at 07/31/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-08-01T17:00:00Z,NAIL,51.49898006,-88,Market,Filled,-4531.91024528,Warning: No quote information available at 08/01/2018 13:00:00 America/New_York, order filled using TradeBar data 
2018-08-01T20:00:00Z,NAIL,51.94723037,87,Market On Open,Filled,4519.40904219, 
