Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2015-09-02T20:00:00Z,NAIL,31.867881081,96,Market On Open,Filled,3059.316583776, 
2019-11-21T18:00:00Z,NAIL,70.9487096,-24,Market,Filled,-1702.7690304,Warning: No quote information available at 11/21/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-11-25T15:00:00Z,NAIL,72.117864392,77,Market,Filled,5553.075558184,Warning: No quote information available at 11/25/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-12-02T15:00:00Z,NAIL,70.259208056,-77,Market,Filled,-5409.959020312,Warning: No quote information available at 12/02/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-12-04T19:00:00Z,NAIL,71.528290608,51,Market,Filled,3647.942821008,Warning: No quote information available at 12/04/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-12-05T15:00:00Z,NAIL,72.887308144,24,Market,Filled,1749.295395456,Warning: No quote information available at 12/05/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-12-10T15:00:00Z,NAIL,71.828073888,-52,Market,Filled,-3735.059842176,Warning: No quote information available at 12/10/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-12-10T17:00:00Z,NAIL,73.456896376,51,Market,Filled,3746.301715176,Warning: No quote information available at 12/10/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-12-12T21:00:00Z,NAIL,71.438355624,-74,Market On Open,Filled,-5286.438316176, 
2019-12-16T16:00:00Z,NAIL,73.316997512,72,Market,Filled,5278.823820864,Warning: No quote information available at 12/16/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-12-17T20:00:00Z,NAIL,70.04935976,-72,Market,Filled,-5043.55390272,Warning: No quote information available at 12/17/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-12-20T20:00:00Z,NAIL,68.710327776,50,Market,Filled,3435.5163888,Warning: No quote information available at 12/20/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-12-20T21:00:00Z,NAIL,69.979410328,23,Market On Open,Filled,1609.526437544, 
2019-12-23T17:00:00Z,NAIL,67.980855128,-23,Market,Filled,-1563.559667944,Warning: No quote information available at 12/23/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-12-24T16:00:00Z,NAIL,68.870212192,23,Market,Filled,1584.014880416,Warning: No quote information available at 12/24/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-12-30T15:00:00Z,NAIL,67.30134636,-73,Market,Filled,-4912.99828428,Warning: No quote information available at 12/30/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-12-31T15:00:00Z,NAIL,68.285634796,72,Market,Filled,4916.565705312,Warning: No quote information available at 12/31/2019 10:00:00 America/New_York, order filled using TradeBar data 
2020-01-02T17:00:00Z,NAIL,66.98547471064,-23,Market,Filled,-1540.6659183447,Warning: No quote information available at 01/02/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-01-02T19:00:00Z,NAIL,66.21153420944,-49,Market,Filled,-3244.3651762626,Warning: No quote information available at 01/02/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-01-03T16:00:00Z,NAIL,67.7899931064,48,Market,Filled,3253.9196691072,Warning: No quote information available at 01/03/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-01-03T17:00:00Z,NAIL,68.40055172,22,Market,Filled,1504.81213784,Warning: No quote information available at 01/03/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-01-31T15:00:00Z,NAIL,86.73729568,-48,Market,Filled,-4163.39019264,Warning: No quote information available at 01/31/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-01-31T16:00:00Z,NAIL,84.51700078056,-22,Market,Filled,-1859.3740171723,Warning: No quote information available at 01/31/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-02-04T15:00:00Z,NAIL,85.23837928,48,Market,Filled,4091.44220544,Warning: No quote information available at 02/04/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-02-04T17:00:00Z,NAIL,83.21514192328,-48,Market,Filled,-3994.3268123174,Warning: No quote information available at 02/04/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-02-05T15:00:00Z,NAIL,83.719477328,48,Market,Filled,4018.534911744,Warning: No quote information available at 02/05/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-02-05T17:00:00Z,NAIL,86.897180096,21,Market,Filled,1824.840782016,Warning: No quote information available at 02/05/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-02-24T15:00:00Z,NAIL,91.613770368,-69,Market,Filled,-6321.350155392,Warning: No quote information available at 02/24/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-03-02T21:00:00Z,NAIL,69.169995472,63,Market On Open,Filled,4357.709714736, 
2020-03-03T16:00:00Z,NAIL,74.036477384,26,Market,Filled,1924.948411984,Warning: No quote information available at 03/03/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-03-03T20:00:00Z,NAIL,66.921620872,-28,Market,Filled,-1873.805384416,Warning: No quote information available at 03/03/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-03-04T15:00:00Z,NAIL,76.09498924,25,Market,Filled,1902.374731,Warning: No quote information available at 03/04/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-03-06T15:00:00Z,NAIL,62.34283098104,-86,Market,Filled,-5361.4834643694,Warning: No quote information available at 03/06/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-03-20T15:00:00Z,NAIL,8.973512848,415,Market,Filled,3724.00783192,Warning: No quote information available at 03/20/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-03-24T14:00:00Z,NAIL,8.4025,207,Market,Filled,1739.3175,Warning: No quote information available at 03/24/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-03-31T14:00:00Z,NAIL,11.02,-428,Market,Filled,-4716.56,Warning: No quote information available at 03/31/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-03-31T20:00:00Z,NAIL,8.78,-194,Market On Open,Filled,-1703.32, 
2020-04-06T14:00:00Z,NAIL,9.18,692,Market,Filled,6352.56,Warning: No quote information available at 04/06/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-04-15T14:00:00Z,NAIL,11.175,-692,Market,Filled,-7733.1,Warning: No quote information available at 04/15/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-04-17T14:00:00Z,NAIL,12.8,598,Market,Filled,7654.4,Warning: No quote information available at 04/17/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-04-20T19:00:00Z,NAIL,11,-186,Market,Filled,-2046,Warning: No quote information available at 04/20/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-04-21T14:00:00Z,NAIL,10.59,-412,Market,Filled,-4363.08,Warning: No quote information available at 04/21/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-04-22T16:00:00Z,NAIL,11.0899,184,Market,Filled,2040.5416,Warning: No quote information available at 04/22/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-04-23T14:00:00Z,NAIL,10.81,410,Market,Filled,4432.1,Warning: No quote information available at 04/23/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-05-01T14:00:00Z,NAIL,15.47,-410,Market,Filled,-6342.7,Warning: No quote information available at 05/01/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-05-04T14:00:00Z,NAIL,15.5147,-184,Market,Filled,-2854.7048,Warning: No quote information available at 05/04/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-05-05T14:00:00Z,NAIL,18.18,498,Market,Filled,9053.64,Warning: No quote information available at 05/05/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-05-12T20:00:00Z,NAIL,17.31,-498,Market On Open,Filled,-8620.38, 
2020-05-15T15:00:00Z,NAIL,16.62,355,Market,Filled,5900.1,Warning: No quote information available at 05/15/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-05-18T14:00:00Z,NAIL,20.48,130,Market,Filled,2662.4,Warning: No quote information available at 05/18/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-05-29T18:00:00Z,NAIL,26.65,-334,Market,Filled,-8901.1,Warning: No quote information available at 05/29/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-06-02T14:00:00Z,NAIL,27.29,320,Market,Filled,8732.8,Warning: No quote information available at 06/02/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-09T14:00:00Z,NAIL,29.59,-323,Market,Filled,-9557.57,Warning: No quote information available at 06/09/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-09T18:00:00Z,NAIL,30.76,309,Market,Filled,9504.84,Warning: No quote information available at 06/09/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-06-10T14:00:00Z,NAIL,29.72,-313,Market,Filled,-9302.36,Warning: No quote information available at 06/10/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-10T15:00:00Z,NAIL,28.18,-144,Market,Filled,-4057.92,Warning: No quote information available at 06/10/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-06-15T17:00:00Z,NAIL,26.28,348,Market,Filled,9145.44,Warning: No quote information available at 06/15/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-06-15T20:00:00Z,NAIL,31,152,Market On Open,Filled,4712, 
2020-06-19T15:00:00Z,NAIL,27.58,-348,Market,Filled,-9597.84,Warning: No quote information available at 06/19/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-06-22T14:00:00Z,NAIL,26.1,-152,Market,Filled,-3967.2,Warning: No quote information available at 06/22/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-23T14:00:00Z,NAIL,27.64,324,Market,Filled,8955.36,Warning: No quote information available at 06/23/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-23T18:00:00Z,NAIL,28.31,146,Market,Filled,4133.26,Warning: No quote information available at 06/23/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-06-24T14:00:00Z,NAIL,25.79,-470,Market,Filled,-12121.3,Warning: No quote information available at 06/24/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-29T15:00:00Z,NAIL,24.59,339,Market,Filled,8336.01,Warning: No quote information available at 06/29/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-06-30T14:00:00Z,NAIL,25.515,150,Market,Filled,3827.25,Warning: No quote information available at 06/30/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-13T20:00:00Z,NAIL,26.36,-489,Market On Open,Filled,-12890.04, 
2020-07-14T15:00:00Z,NAIL,27.5,320,Market,Filled,8800,Warning: No quote information available at 07/14/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-14T16:00:00Z,NAIL,28.29,143,Market,Filled,4045.47,Warning: No quote information available at 07/14/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-07-31T17:00:00Z,NAIL,39.08,-319,Market,Filled,-12466.52,Warning: No quote information available at 07/31/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-07-31T20:00:00Z,NAIL,41.93,294,Market On Open,Filled,12327.42, 
2020-08-27T15:00:00Z,NAIL,52.01,-302,Market,Filled,-15707.02,Warning: No quote information available at 08/27/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-08-27T17:00:00Z,NAIL,50.38,-136,Market,Filled,-6851.68,Warning: No quote information available at 08/27/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-09-01T14:00:00Z,NAIL,49.77,305,Market,Filled,15179.85,Warning: No quote information available at 09/01/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-09-01T16:00:00Z,NAIL,51.17,137,Market,Filled,7010.29,Warning: No quote information available at 09/01/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-09-03T15:00:00Z,NAIL,49,-139,Market,Filled,-6811,Warning: No quote information available at 09/03/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-09-03T16:00:00Z,NAIL,47.38,-303,Market,Filled,-14356.14,Warning: No quote information available at 09/03/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-09-09T14:00:00Z,NAIL,45,323,Market,Filled,14535,Warning: No quote information available at 09/09/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-09-10T14:00:00Z,NAIL,48.24,138,Market,Filled,6657.12,Warning: No quote information available at 09/10/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-09-18T17:00:00Z,NAIL,48.72,-461,Market,Filled,-22459.92,Warning: No quote information available at 09/18/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-09-22T16:00:00Z,NAIL,49,313,Market,Filled,15337,Warning: No quote information available at 09/22/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-09-22T18:00:00Z,NAIL,50.14,141,Market,Filled,7069.74,Warning: No quote information available at 09/22/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-09-23T19:00:00Z,NAIL,45.8,-142,Market,Filled,-6503.6,Warning: No quote information available at 09/23/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-09-23T20:00:00Z,NAIL,44.33,-312,Market On Open,Filled,-13830.96, 
2020-09-24T18:00:00Z,NAIL,47.51,294,Market,Filled,13967.94,Warning: No quote information available at 09/24/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-09-28T14:00:00Z,NAIL,48.15,134,Market,Filled,6452.1,Warning: No quote information available at 09/28/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-10-13T14:00:00Z,NAIL,58.35,-294,Market,Filled,-17154.9,Warning: No quote information available at 10/13/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-10-13T15:00:00Z,NAIL,60.71,279,Market,Filled,16938.09,Warning: No quote information available at 10/13/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-10-14T16:00:00Z,NAIL,58.68,-283,Market,Filled,-16606.44,Warning: No quote information available at 10/14/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-10-15T17:00:00Z,NAIL,60.8,274,Market,Filled,16659.2,Warning: No quote information available at 10/15/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-10-19T18:00:00Z,NAIL,58.55,-128,Market,Filled,-7494.4,Warning: No quote information available at 10/19/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-10-19T19:00:00Z,NAIL,56.5,-276,Market,Filled,-15594,Warning: No quote information available at 10/19/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-11-02T15:00:00Z,NAIL,42.9,539,Market,Filled,23123.1,Warning: No quote information available at 11/02/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-11-09T15:00:00Z,NAIL,45.75,-539,Market,Filled,-24659.25,Warning: No quote information available at 11/09/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-11-11T17:00:00Z,NAIL,45.24,372,Market,Filled,16829.28,Warning: No quote information available at 11/11/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-11-12T16:00:00Z,NAIL,46.24,167,Market,Filled,7722.08,Warning: No quote information available at 11/12/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-11-12T19:00:00Z,NAIL,44.1,-169,Market,Filled,-7452.9,Warning: No quote information available at 11/12/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-11-13T15:00:00Z,NAIL,47,159,Market,Filled,7473,Warning: No quote information available at 11/13/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-11-25T17:00:00Z,NAIL,48.42,-363,Market,Filled,-17576.46,Warning: No quote information available at 11/25/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-11-25T20:00:00Z,NAIL,50.08,350,Market,Filled,17528,Warning: No quote information available at 11/25/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-11-27T16:00:00Z,NAIL,48.57,-353,Market,Filled,-17145.21,Warning: No quote information available at 11/27/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-11-30T15:00:00Z,NAIL,47.2105,-163,Market,Filled,-7695.3115,Warning: No quote information available at 11/30/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-12-03T17:00:00Z,NAIL,45.1,377,Market,Filled,17002.7,Warning: No quote information available at 12/03/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-12-07T16:00:00Z,NAIL,45.66,172,Market,Filled,7853.52,Warning: No quote information available at 12/07/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-12-08T20:00:00Z,NAIL,42.88,-172,Market,Filled,-7375.36,Warning: No quote information available at 12/08/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-12-09T15:00:00Z,NAIL,44.65,166,Market,Filled,7411.9,Warning: No quote information available at 12/09/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-12-23T17:00:00Z,NAIL,49.69,-373,Market,Filled,-18534.37,Warning: No quote information available at 12/23/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-12-24T16:00:00Z,NAIL,51.16,360,Market,Filled,18417.6,Warning: No quote information available at 12/24/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-12-28T17:00:00Z,NAIL,49.5,-530,Market,Filled,-26235,Warning: No quote information available at 12/28/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-12-30T16:00:00Z,NAIL,49.88,360,Market,Filled,17956.8,Warning: No quote information available at 12/30/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-12-30T20:00:00Z,NAIL,48.11,-360,Market,Filled,-17319.6,Warning: No quote information available at 12/30/2020 15:00:00 America/New_York, order filled using TradeBar data 
2021-01-06T18:00:00Z,NAIL,44.45,395,Market,Filled,17557.75,Warning: No quote information available at 01/06/2021 13:00:00 America/New_York, order filled using TradeBar data 
2021-01-07T15:00:00Z,NAIL,46.47,173,Market,Filled,8039.31,Warning: No quote information available at 01/07/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-01-27T15:00:00Z,NAIL,58,-391,Market,Filled,-22678,Warning: No quote information available at 01/27/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-01-27T17:00:00Z,NAIL,57.85,-177,Market,Filled,-10239.45,Warning: No quote information available at 01/27/2021 12:00:00 America/New_York, order filled using TradeBar data 
2021-02-01T21:00:00Z,NAIL,57.15,396,Market On Open,Filled,22631.4, 
2021-02-02T17:00:00Z,NAIL,57.2,174,Market,Filled,9952.8,Warning: No quote information available at 02/02/2021 12:00:00 America/New_York, order filled using TradeBar data 
2021-02-16T15:00:00Z,NAIL,66,-570,Market,Filled,-37620,Warning: No quote information available at 02/16/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-02-19T15:00:00Z,NAIL,63.4337,403,Market,Filled,25563.7811,Warning: No quote information available at 02/19/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-02-22T21:00:00Z,NAIL,59,-403,Market On Open,Filled,-23777, 
2021-02-24T21:00:00Z,NAIL,61.25,575,Market On Open,Filled,35218.75, 
2021-02-25T16:00:00Z,NAIL,56.64,-575,Market,Filled,-32568,Warning: No quote information available at 02/25/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-03-01T15:00:00Z,NAIL,58.56,566,Market,Filled,33144.96,Warning: No quote information available at 03/01/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-03-03T20:00:00Z,NAIL,55.2,-387,Market,Filled,-21362.4,Warning: No quote information available at 03/03/2021 15:00:00 America/New_York, order filled using TradeBar data 
2021-03-03T21:00:00Z,NAIL,53,-179,Market On Open,Filled,-9487, 
2021-03-05T19:00:00Z,NAIL,56.26,550,Market,Filled,30943,Warning: No quote information available at 03/05/2021 14:00:00 America/New_York, order filled using TradeBar data 
2021-03-12T16:00:00Z,NAIL,63.7,-378,Market,Filled,-24078.6,Warning: No quote information available at 03/12/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-03-15T17:00:00Z,NAIL,67.66,352,Market,Filled,23816.32,Warning: No quote information available at 03/15/2021 13:00:00 America/New_York, order filled using TradeBar data 
2021-03-19T14:00:00Z,NAIL,65.48,-358,Market,Filled,-23441.84,Warning: No quote information available at 03/19/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-03-23T14:00:00Z,NAIL,69.8,336,Market,Filled,23452.8,Warning: No quote information available at 03/23/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-03-23T20:00:00Z,NAIL,66.37,-502,Market On Open,Filled,-33317.74, 
2021-03-24T14:00:00Z,NAIL,67.83,337,Market,Filled,22858.71,Warning: No quote information available at 03/24/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-03-24T15:00:00Z,NAIL,69.225,152,Market,Filled,10522.2,Warning: No quote information available at 03/24/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-03-25T14:00:00Z,NAIL,63.4,-489,Market,Filled,-31002.6,Warning: No quote information available at 03/25/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-03-25T16:00:00Z,NAIL,68.4,456,Market,Filled,31190.4,Warning: No quote information available at 03/25/2021 12:00:00 America/New_York, order filled using TradeBar data 
2021-04-08T15:00:00Z,NAIL,82.06,-314,Market,Filled,-25766.84,Warning: No quote information available at 04/08/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-04-09T14:00:00Z,NAIL,84.94,299,Market,Filled,25397.06,Warning: No quote information available at 04/09/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-04-20T15:00:00Z,NAIL,86.69,-441,Market,Filled,-38230.29,Warning: No quote information available at 04/20/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-04-23T14:00:00Z,NAIL,89.0899,293,Market,Filled,26103.3407,Warning: No quote information available at 04/23/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-04-23T15:00:00Z,NAIL,89.8,134,Market,Filled,12033.2,Warning: No quote information available at 04/23/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-04-30T15:00:00Z,NAIL,94.49,-293,Market,Filled,-27685.57,Warning: No quote information available at 04/30/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-05-03T14:00:00Z,NAIL,100.33,275,Market,Filled,27590.75,Warning: No quote information available at 05/03/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-05-11T14:00:00Z,NAIL,102.66,-280,Market,Filled,-28744.8,Warning: No quote information available at 05/11/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-05-11T15:00:00Z,NAIL,97.45,-129,Market,Filled,-12571.05,Warning: No quote information available at 05/11/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-05-14T14:00:00Z,NAIL,92.1,307,Market,Filled,28274.7,Warning: No quote information available at 05/14/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-05-18T17:00:00Z,NAIL,85.5,-307,Market,Filled,-26248.5,Warning: No quote information available at 05/18/2021 13:00:00 America/New_York, order filled using TradeBar data 
2021-05-21T14:00:00Z,NAIL,83.83,321,Market,Filled,26909.43,Warning: No quote information available at 05/21/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-05-25T14:00:00Z,NAIL,82.71,151,Market,Filled,12489.21,Warning: No quote information available at 05/25/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-06-01T18:00:00Z,NAIL,85.66,-324,Market,Filled,-27753.84,Warning: No quote information available at 06/01/2021 14:00:00 America/New_York, order filled using TradeBar data 
2021-06-02T16:00:00Z,NAIL,84.14,-148,Market,Filled,-12452.72,Warning: No quote information available at 06/02/2021 12:00:00 America/New_York, order filled using TradeBar data 
2021-06-08T15:00:00Z,NAIL,82.71,332,Market,Filled,27459.72,Warning: No quote information available at 06/08/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-06-08T19:00:00Z,NAIL,83.114,152,Market,Filled,12633.328,Warning: No quote information available at 06/08/2021 15:00:00 America/New_York, order filled using TradeBar data 
2021-06-09T14:00:00Z,NAIL,79.93,-484,Market,Filled,-38686.12,Warning: No quote information available at 06/09/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-06-15T18:00:00Z,NAIL,73.6,361,Market,Filled,26569.6,Warning: No quote information available at 06/15/2021 14:00:00 America/New_York, order filled using TradeBar data 
2021-06-16T15:00:00Z,NAIL,70.79,-361,Market,Filled,-25555.19,Warning: No quote information available at 06/16/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-06-17T18:00:00Z,NAIL,72,359,Market,Filled,25848,Warning: No quote information available at 06/17/2021 14:00:00 America/New_York, order filled using TradeBar data 
2021-06-18T15:00:00Z,NAIL,72.83,164,Market,Filled,11944.12,Warning: No quote information available at 06/18/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-06-24T14:00:00Z,NAIL,72.49,-358,Market,Filled,-25951.42,Warning: No quote information available at 06/24/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-06-25T18:00:00Z,NAIL,75.2,345,Market,Filled,25944,Warning: No quote information available at 06/25/2021 14:00:00 America/New_York, order filled using TradeBar data 
2021-07-06T14:00:00Z,NAIL,77.4101,-349,Market,Filled,-27016.1249,Warning: No quote information available at 07/06/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-07-06T15:00:00Z,NAIL,75.5,-161,Market,Filled,-12155.5,Warning: No quote information available at 07/06/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-07-07T14:00:00Z,NAIL,79.25,156,Market,Filled,12363,Warning: No quote information available at 07/07/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-07-07T16:00:00Z,NAIL,81.05,330,Market,Filled,26746.5,Warning: No quote information available at 07/07/2021 12:00:00 America/New_York, order filled using TradeBar data 
2021-07-08T14:00:00Z,NAIL,72.63,-486,Market,Filled,-35298.18,Warning: No quote information available at 07/08/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-07-16T14:00:00Z,NAIL,71.5993,339,Market,Filled,24272.1627,Warning: No quote information available at 07/16/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-07-16T15:00:00Z,NAIL,71.8,157,Market,Filled,11272.6,Warning: No quote information available at 07/16/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-07-16T17:00:00Z,NAIL,69.97,-157,Market,Filled,-10985.29,Warning: No quote information available at 07/16/2021 13:00:00 America/New_York, order filled using TradeBar data 
2021-07-16T20:00:00Z,NAIL,65,-339,Market On Open,Filled,-22035, 
2021-07-20T14:00:00Z,NAIL,69.7456,475,Market,Filled,33129.16,Warning: No quote information available at 07/20/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-08-06T20:00:00Z,NAIL,84,-327,Market On Open,Filled,-27468, 
2021-08-09T14:00:00Z,NAIL,83.4184,-148,Market,Filled,-12345.9232,Warning: No quote information available at 08/09/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-08-10T15:00:00Z,NAIL,85.65,461,Market,Filled,39484.65,Warning: No quote information available at 08/10/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-08-17T14:00:00Z,NAIL,83.59,-461,Market,Filled,-38534.99,Warning: No quote information available at 08/17/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-08-20T14:00:00Z,NAIL,83.1616,317,Market,Filled,26362.2272,Warning: No quote information available at 08/20/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-08-23T20:00:00Z,NAIL,85.77,144,Market On Open,Filled,12350.88, 
2021-09-03T14:00:00Z,NAIL,88.47,-148,Market,Filled,-13093.56,Warning: No quote information available at 09/03/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-09-03T15:00:00Z,NAIL,87.98,-313,Market,Filled,-27537.74,Warning: No quote information available at 09/03/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-09-10T17:00:00Z,NAIL,82.5,335,Market,Filled,27637.5,Warning: No quote information available at 09/10/2021 13:00:00 America/New_York, order filled using TradeBar data 
2021-09-10T20:00:00Z,NAIL,81.29,-335,Market On Open,Filled,-27232.15, 
2021-09-16T14:00:00Z,NAIL,77.39,353,Market,Filled,27318.67,Warning: No quote information available at 09/16/2021 10:00:00 America/New_York, order filled using TradeBar data 
2021-09-16T15:00:00Z,NAIL,78.13,162,Market,Filled,12657.06,Warning: No quote information available at 09/16/2021 11:00:00 America/New_York, order filled using TradeBar data 
