Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2010-04-27T20:00:00Z,DRV,8614.04881,1,Market On Open,Filled,8614.04881, 
2016-03-07T21:00:00Z,DRV,898.4097564,-8,Market On Open,Filled,-7187.2780512, 
2016-03-08T15:00:00Z,DRV,901.840672,8,Market,Filled,7214.725376,Warning: No quote information available at 03/08/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-03-08T16:00:00Z,DRV,915.0742036,3,Market,Filled,2745.2226108,Warning: No quote information available at 03/08/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-03-09T16:00:00Z,DRV,898.8998872,-3,Market,Filled,-2696.6996616,Warning: No quote information available at 03/09/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-03-09T21:00:00Z,DRV,896.939364,3,Market On Open,Filled,2690.818092, 
2016-03-10T15:00:00Z,DRV,887.136748,-11,Market,Filled,-9758.504228,Warning: No quote information available at 03/10/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-03-10T17:00:00Z,DRV,924.8768196,11,Market,Filled,10173.6450156,Warning: No quote information available at 03/10/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-03-11T15:00:00Z,DRV,889.587402,-11,Market,Filled,-9785.461422,Warning: No quote information available at 03/11/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-03-16T14:00:00Z,DRV,861.6499464,8,Market,Filled,6893.1995712,Warning: No quote information available at 03/16/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-03-16T19:00:00Z,DRV,821.9493516,-8,Market,Filled,-6575.5948128,Warning: No quote information available at 03/16/2016 15:00:00 America/New_York, order filled using TradeBar data 
2016-03-21T15:00:00Z,DRV,805.7750352,8,Market,Filled,6446.2002816,Warning: No quote information available at 03/21/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-03-22T14:00:00Z,DRV,823.9098748,4,Market,Filled,3295.6394992,Warning: No quote information available at 03/22/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-03-28T16:00:00Z,DRV,817.5381744,-9,Market,Filled,-7357.8435696,Warning: No quote information available at 03/28/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-03-28T17:00:00Z,DRV,803.814512,-3,Market,Filled,-2411.443536,Warning: No quote information available at 03/28/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-04-01T14:00:00Z,DRV,760.1928708,8,Market,Filled,6081.5429664,Warning: No quote information available at 04/01/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-04-01T18:00:00Z,DRV,746.4692084,-8,Market,Filled,-5971.7536672,Warning: No quote information available at 04/01/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-04-04T15:00:00Z,DRV,753.8211704,8,Market,Filled,6030.5693632,Warning: No quote information available at 04/04/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-04-05T14:00:00Z,DRV,766.0744404,4,Market,Filled,3064.2977616,Warning: No quote information available at 04/05/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-04-08T14:00:00Z,DRV,757.7422168,-8,Market,Filled,-6061.9377344,Warning: No quote information available at 04/08/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-04-11T14:00:00Z,DRV,754.801432,-4,Market,Filled,-3019.205728,Warning: No quote information available at 04/11/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-04-11T16:00:00Z,DRV,764.604048,4,Market,Filled,3058.416192,Warning: No quote information available at 04/11/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-04-12T17:00:00Z,DRV,756.7619552,-4,Market,Filled,-3027.0478208,Warning: No quote information available at 04/12/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-04-13T18:00:00Z,DRV,765.5843096,12,Market,Filled,9187.0117152,Warning: No quote information available at 04/13/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-04-15T18:00:00Z,DRV,750.3902548,-4,Market,Filled,-3001.5610192,Warning: No quote information available at 04/15/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-04-18T15:00:00Z,DRV,750.8803856,-8,Market,Filled,-6007.0430848,Warning: No quote information available at 04/18/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-04-20T14:00:00Z,DRV,754.3113012,8,Market,Filled,6034.4904096,Warning: No quote information available at 04/20/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-04-20T15:00:00Z,DRV,757.252086,4,Market,Filled,3029.008344,Warning: No quote information available at 04/20/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-04-26T14:00:00Z,DRV,756.7619552,-12,Market,Filled,-9081.1434624,Warning: No quote information available at 04/26/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-04-27T16:00:00Z,DRV,785.6796724,8,Market,Filled,6285.4373792,Warning: No quote information available at 04/27/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-04-27T19:00:00Z,DRV,770.9757484,-8,Market,Filled,-6167.8059872,Warning: No quote information available at 04/27/2016 15:00:00 America/New_York, order filled using TradeBar data 
2016-04-28T20:00:00Z,DRV,783.2290184,8,Market On Open,Filled,6265.8321472, 
2016-04-29T14:00:00Z,DRV,788.6204572,4,Market,Filled,3154.4818288,Warning: No quote information available at 04/29/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-05-02T16:00:00Z,DRV,766.0744404,-12,Market,Filled,-9192.8932848,Warning: No quote information available at 05/02/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-05-11T14:00:00Z,DRV,690.5942972,9,Market,Filled,6215.3486748,Warning: No quote information available at 05/11/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-05-11T15:00:00Z,DRV,699.4166516,4,Market,Filled,2797.6666064,Warning: No quote information available at 05/11/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-05-24T14:00:00Z,DRV,744.998816,-13,Market,Filled,-9684.984608,Warning: No quote information available at 05/24/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-06-01T16:00:00Z,DRV,737.646854,9,Market,Filled,6638.821686,Warning: No quote information available at 06/01/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-06-01T18:00:00Z,DRV,739.1172464,4,Market,Filled,2956.4689856,Warning: No quote information available at 06/01/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-06-01T20:00:00Z,DRV,733.2356768,-4,Market On Open,Filled,-2932.9427072, 
2016-06-02T14:00:00Z,DRV,739.6073772,4,Market,Filled,2958.4295088,Warning: No quote information available at 06/02/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-06-02T16:00:00Z,DRV,725.393584,-4,Market,Filled,-2901.574336,Warning: No quote information available at 06/02/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-06-02T18:00:00Z,DRV,720.9824068,-9,Market,Filled,-6488.8416612,Warning: No quote information available at 06/02/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-06-06T15:00:00Z,DRV,719.0218836,9,Market,Filled,6471.1969524,Warning: No quote information available at 06/06/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-06-06T16:00:00Z,DRV,729.8047612,4,Market,Filled,2919.2190448,Warning: No quote information available at 06/06/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-06-07T15:00:00Z,DRV,711.6699216,-4,Market,Filled,-2846.6796864,Warning: No quote information available at 06/07/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-06-08T19:00:00Z,DRV,696.4758668,-9,Market,Filled,-6268.2828012,Warning: No quote information available at 06/08/2016 15:00:00 America/New_York, order filled using TradeBar data 
2016-06-10T14:00:00Z,DRV,706.7686136,9,Market,Filled,6360.9175224,Warning: No quote information available at 06/10/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-06-13T15:00:00Z,DRV,689.6140356,-9,Market,Filled,-6206.5263204,Warning: No quote information available at 06/13/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-06-13T16:00:00Z,DRV,698.43639,9,Market,Filled,6285.92751,Warning: No quote information available at 06/13/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-06-14T14:00:00Z,DRV,705.2982212,4,Market,Filled,2821.1928848,Warning: No quote information available at 06/14/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-06-15T14:00:00Z,DRV,694.5153436,-9,Market,Filled,-6250.6380924,Warning: No quote information available at 06/15/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-06-15T15:00:00Z,DRV,690.5942972,-4,Market,Filled,-2762.3771888,Warning: No quote information available at 06/15/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-06-24T14:00:00Z,DRV,683.2423352,13,Market,Filled,8882.1503576,Warning: No quote information available at 06/24/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-06-24T15:00:00Z,DRV,658.2456644,-13,Market,Filled,-8557.1936372,Warning: No quote information available at 06/24/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-06-24T17:00:00Z,DRV,675.4002424,13,Market,Filled,8780.2031512,Warning: No quote information available at 06/24/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-06-28T14:00:00Z,DRV,649.42331,-13,Market,Filled,-8442.50303,Warning: No quote information available at 06/28/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-07-06T15:00:00Z,DRV,585.2161752,9,Market,Filled,5266.9455768,Warning: No quote information available at 07/06/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-07-06T17:00:00Z,DRV,580.804998,-9,Market,Filled,-5227.244982,Warning: No quote information available at 07/06/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-07-07T14:00:00Z,DRV,595.0187912,14,Market,Filled,8330.2630768,Warning: No quote information available at 07/07/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-07-08T15:00:00Z,DRV,571.9826436,-14,Market,Filled,-8007.7570104,Warning: No quote information available at 07/08/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-07-14T14:00:00Z,DRV,555.3181964,10,Market,Filled,5553.181964,Warning: No quote information available at 07/14/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-07-15T14:00:00Z,DRV,569.5319896,4,Market,Filled,2278.1279584,Warning: No quote information available at 07/15/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-07-19T17:00:00Z,DRV,555.3181964,-10,Market,Filled,-5553.181964,Warning: No quote information available at 07/19/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-07-19T18:00:00Z,DRV,553.847804,-4,Market,Filled,-2215.391216,Warning: No quote information available at 07/19/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-07-21T14:00:00Z,DRV,555.3181964,9,Market,Filled,4997.8637676,Warning: No quote information available at 07/21/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-07-21T15:00:00Z,DRV,550.4168884,-9,Market,Filled,-4953.7519956,Warning: No quote information available at 07/21/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-07-21T17:00:00Z,DRV,552.8675424,9,Market,Filled,4975.8078816,Warning: No quote information available at 07/21/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-07-21T20:00:00Z,DRV,547.9662344,-9,Market On Open,Filled,-4931.6961096, 
2016-07-26T15:00:00Z,DRV,542.0846648,10,Market,Filled,5420.846648,Warning: No quote information available at 07/26/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-07-26T16:00:00Z,DRV,543.0649264,4,Market,Filled,2172.2597056,Warning: No quote information available at 07/26/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-07-28T18:00:00Z,DRV,534.242572,-14,Market,Filled,-7479.396008,Warning: No quote information available at 07/28/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-08-02T14:00:00Z,DRV,531.3017872,10,Market,Filled,5313.017872,Warning: No quote information available at 08/02/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-08-02T15:00:00Z,DRV,538.1636184,4,Market,Filled,2152.6544736,Warning: No quote information available at 08/02/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-08-08T15:00:00Z,DRV,545.5155804,-10,Market,Filled,-5455.155804,Warning: No quote information available at 08/08/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-08-09T14:00:00Z,DRV,559.7293736,10,Market,Filled,5597.293736,Warning: No quote information available at 08/09/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-08-09T19:00:00Z,DRV,545.0254496,-10,Market,Filled,-5450.254496,Warning: No quote information available at 08/09/2016 15:00:00 America/New_York, order filled using TradeBar data 
2016-08-10T14:00:00Z,DRV,544.5353188,-4,Market,Filled,-2178.1412752,Warning: No quote information available at 08/10/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-08-11T14:00:00Z,DRV,562.1800276,14,Market,Filled,7870.5203864,Warning: No quote information available at 08/11/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-08-12T15:00:00Z,DRV,541.1044032,-14,Market,Filled,-7575.4616448,Warning: No quote information available at 08/12/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-08-12T16:00:00Z,DRV,551.39715,9,Market,Filled,4962.57435,Warning: No quote information available at 08/12/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-08-12T17:00:00Z,DRV,555.8083272,4,Market,Filled,2223.2333088,Warning: No quote information available at 08/12/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-08-23T14:00:00Z,DRV,571.4925128,-9,Market,Filled,-5143.4326152,Warning: No quote information available at 08/23/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-08-24T14:00:00Z,DRV,581.7852596,9,Market,Filled,5236.0673364,Warning: No quote information available at 08/24/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-08-25T15:00:00Z,DRV,568.0615972,-13,Market,Filled,-7384.8007636,Warning: No quote information available at 08/25/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-08-26T16:00:00Z,DRV,582.2753904,13,Market,Filled,7569.5800752,Warning: No quote information available at 08/26/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-09-02T14:00:00Z,DRV,552.3774116,-13,Market,Filled,-7180.9063508,Warning: No quote information available at 09/02/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-09-08T14:00:00Z,DRV,557.2787196,8,Market,Filled,4458.2297568,Warning: No quote information available at 09/08/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-09-09T14:00:00Z,DRV,606.2917996,4,Market,Filled,2425.1671984,Warning: No quote information available at 09/09/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-09-19T14:00:00Z,DRV,631.2884704,-9,Market,Filled,-5681.5962336,Warning: No quote information available at 09/19/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-09-19T15:00:00Z,DRV,623.4463776,-3,Market,Filled,-1870.3391328,Warning: No quote information available at 09/19/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-09-21T16:00:00Z,DRV,636.1897784,12,Market,Filled,7634.2773408,Warning: No quote information available at 09/21/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-09-21T19:00:00Z,DRV,614.1338924,-12,Market,Filled,-7369.6067088,Warning: No quote information available at 09/21/2016 15:00:00 America/New_York, order filled using TradeBar data 
2016-09-27T15:00:00Z,DRV,564.1405508,9,Market,Filled,5077.2649572,Warning: No quote information available at 09/27/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-09-29T14:00:00Z,DRV,577.3740824,4,Market,Filled,2309.4963296,Warning: No quote information available at 09/29/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-10-13T15:00:00Z,DRV,670.0088036,-13,Market,Filled,-8710.1144468,Warning: No quote information available at 10/13/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-10-20T15:00:00Z,DRV,662.1667108,9,Market,Filled,5959.5003972,Warning: No quote information available at 10/20/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-10-20T16:00:00Z,DRV,663.6371032,4,Market,Filled,2654.5484128,Warning: No quote information available at 10/20/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-10-24T14:00:00Z,DRV,646.972656,-13,Market,Filled,-8410.644528,Warning: No quote information available at 10/24/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-10-24T15:00:00Z,DRV,659.7160568,9,Market,Filled,5937.4445112,Warning: No quote information available at 10/24/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-10-24T16:00:00Z,DRV,665.5976264,4,Market,Filled,2662.3905056,Warning: No quote information available at 10/24/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-11-07T15:00:00Z,DRV,744.5086852,-9,Market,Filled,-6700.5781668,Warning: No quote information available at 11/07/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-07T21:00:00Z,DRV,739.1172464,-4,Market On Open,Filled,-2956.4689856, 
2016-11-09T15:00:00Z,DRV,780.7783644,12,Market,Filled,9369.3403728,Warning: No quote information available at 11/09/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-09T17:00:00Z,DRV,748.9198624,-4,Market,Filled,-2995.6794496,Warning: No quote information available at 11/09/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-11-09T19:00:00Z,DRV,764.604048,4,Market,Filled,3058.416192,Warning: No quote information available at 11/09/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-11-14T18:00:00Z,DRV,738.6271156,-12,Market,Filled,-8863.5253872,Warning: No quote information available at 11/14/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-11-16T16:00:00Z,DRV,765.0941788,12,Market,Filled,9181.1301456,Warning: No quote information available at 11/16/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-22T17:00:00Z,DRV,739.6073772,-9,Market,Filled,-6656.4663948,Warning: No quote information available at 11/22/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-11-22T19:00:00Z,DRV,737.646854,-3,Market,Filled,-2212.940562,Warning: No quote information available at 11/22/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-11-23T15:00:00Z,DRV,759.70274,8,Market,Filled,6077.62192,Warning: No quote information available at 11/23/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-23T21:00:00Z,DRV,740.5876388,-8,Market On Open,Filled,-5924.7011104, 
2016-11-30T15:00:00Z,DRV,730.294892,12,Market,Filled,8763.538704,Warning: No quote information available at 11/30/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-30T16:00:00Z,DRV,710.1995292,-4,Market,Filled,-2840.7981168,Warning: No quote information available at 11/30/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-30T17:00:00Z,DRV,734.2159384,3,Market,Filled,2202.6478152,Warning: No quote information available at 11/30/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-11-30T20:00:00Z,DRV,716.5712296,-3,Market,Filled,-2149.7136888,Warning: No quote information available at 11/30/2016 15:00:00 America/New_York, order filled using TradeBar data 
2016-12-01T15:00:00Z,DRV,744.0185544,3,Market,Filled,2232.0556632,Warning: No quote information available at 12/01/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-05T21:00:00Z,DRV,710.68966,-8,Market On Open,Filled,-5685.51728, 
2016-12-06T15:00:00Z,DRV,708.7291368,-3,Market,Filled,-2126.1874104,Warning: No quote information available at 12/06/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-13T16:00:00Z,DRV,645.9923944,8,Market,Filled,5167.9391552,Warning: No quote information available at 12/13/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-14T15:00:00Z,DRV,646.4825252,4,Market,Filled,2585.9301008,Warning: No quote information available at 12/14/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-19T15:00:00Z,DRV,639.620694,-12,Market,Filled,-7675.448328,Warning: No quote information available at 12/19/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-21T20:00:00Z,DRV,656.2851412,8,Market,Filled,5250.2811296,Warning: No quote information available at 12/21/2016 15:00:00 America/New_York, order filled using TradeBar data 
2016-12-21T21:00:00Z,DRV,663.1469724,4,Market On Open,Filled,2652.5878896, 
2016-12-29T16:00:00Z,DRV,647.9529176,-12,Market,Filled,-7775.4350112,Warning: No quote information available at 12/29/2016 11:00:00 America/New_York, order filled using TradeBar data 
2017-01-09T15:00:00Z,DRV,589.1372216,9,Market,Filled,5302.2349944,Warning: No quote information available at 01/09/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-09T21:00:00Z,DRV,597.4694452,4,Market On Open,Filled,2389.8777808, 
2017-01-17T15:00:00Z,DRV,602.3707532,-9,Market,Filled,-5421.3367788,Warning: No quote information available at 01/17/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-18T15:00:00Z,DRV,598.9398376,-4,Market,Filled,-2395.7593504,Warning: No quote information available at 01/18/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-19T15:00:00Z,DRV,614.1338924,13,Market,Filled,7983.7406012,Warning: No quote information available at 01/19/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-20T19:00:00Z,DRV,602.3707532,-4,Market,Filled,-2409.4830128,Warning: No quote information available at 01/20/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-01-23T15:00:00Z,DRV,596.9793144,-9,Market,Filled,-5372.8138296,Warning: No quote information available at 01/23/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-25T16:00:00Z,DRV,593.5483988,9,Market,Filled,5341.9355892,Warning: No quote information available at 01/25/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-01-25T17:00:00Z,DRV,599.9200992,4,Market,Filled,2399.6803968,Warning: No quote information available at 01/25/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-02-03T16:00:00Z,DRV,609.7227152,-13,Market,Filled,-7926.3952976,Warning: No quote information available at 02/03/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-02-07T19:00:00Z,DRV,614.1338924,9,Market,Filled,5527.2050316,Warning: No quote information available at 02/07/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-02-08T18:00:00Z,DRV,601.3904916,-9,Market,Filled,-5412.5144244,Warning: No quote information available at 02/08/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-02-14T15:00:00Z,DRV,597.4694452,9,Market,Filled,5377.2250068,Warning: No quote information available at 02/14/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-02-14T16:00:00Z,DRV,601.3904916,4,Market,Filled,2405.5619664,Warning: No quote information available at 02/14/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-02-16T15:00:00Z,DRV,585.706306,-13,Market,Filled,-7614.181978,Warning: No quote information available at 02/16/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-02-17T16:00:00Z,DRV,592.0780064,4,Market,Filled,2368.3120256,Warning: No quote information available at 02/17/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-02-17T17:00:00Z,DRV,599.9200992,9,Market,Filled,5399.2808928,Warning: No quote information available at 02/17/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-02-17T21:00:00Z,DRV,588.15696,-9,Market On Open,Filled,-5293.41264, 
2017-02-21T16:00:00Z,DRV,574.9234284,-4,Market,Filled,-2299.6937136,Warning: No quote information available at 02/21/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-02-28T19:00:00Z,DRV,556.7885888,9,Market,Filled,5011.0972992,Warning: No quote information available at 02/28/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-03-01T15:00:00Z,DRV,563.1602892,5,Market,Filled,2815.801446,Warning: No quote information available at 03/01/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-03-15T14:00:00Z,DRV,638.1503016,-10,Market,Filled,-6381.503016,Warning: No quote information available at 03/15/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-03-15T19:00:00Z,DRV,610.212846,-4,Market,Filled,-2440.851384,Warning: No quote information available at 03/15/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-03-21T15:00:00Z,DRV,620.5055928,9,Market,Filled,5584.5503352,Warning: No quote information available at 03/21/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-03-22T14:00:00Z,DRV,627.8575548,5,Market,Filled,3139.287774,Warning: No quote information available at 03/22/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-03-23T14:00:00Z,DRV,605.8016688,-14,Market,Filled,-8481.2233632,Warning: No quote information available at 03/23/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-03-27T16:00:00Z,DRV,626.8772932,13,Market,Filled,8149.4048116,Warning: No quote information available at 03/27/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-03-30T16:00:00Z,DRV,605.311538,-9,Market,Filled,-5447.803842,Warning: No quote information available at 03/30/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-03-30T20:00:00Z,DRV,601.8806224,-4,Market On Open,Filled,-2407.5224896, 
2017-04-13T18:00:00Z,DRV,558.2589812,10,Market,Filled,5582.589812,Warning: No quote information available at 04/13/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-04-17T14:00:00Z,DRV,546.495842,-10,Market,Filled,-5464.95842,Warning: No quote information available at 04/17/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-04-20T14:00:00Z,DRV,546.0057112,14,Market,Filled,7644.0799568,Warning: No quote information available at 04/20/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-04-20T15:00:00Z,DRV,537.6734876,-4,Market,Filled,-2150.6939504,Warning: No quote information available at 04/20/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-04-21T15:00:00Z,DRV,539.6340108,4,Market,Filled,2158.5360432,Warning: No quote information available at 04/21/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-05-10T15:00:00Z,DRV,596.4891836,-10,Market,Filled,-5964.891836,Warning: No quote information available at 05/10/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-05-11T14:00:00Z,DRV,620.015462,10,Market,Filled,6200.15462,Warning: No quote information available at 05/11/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-15T15:00:00Z,DRV,600.9003608,-10,Market,Filled,-6009.003608,Warning: No quote information available at 05/15/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-05-15T17:00:00Z,DRV,609.7227152,10,Market,Filled,6097.227152,Warning: No quote information available at 05/15/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-05-18T20:00:00Z,DRV,602.3707532,-5,Market On Open,Filled,-3011.853766, 
2017-05-19T15:00:00Z,DRV,599.9200992,-9,Market,Filled,-5399.2808928,Warning: No quote information available at 05/19/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-05-26T14:00:00Z,DRV,579.8247364,10,Market,Filled,5798.247364,Warning: No quote information available at 05/26/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-26T18:00:00Z,DRV,590.1174832,4,Market,Filled,2360.4699328,Warning: No quote information available at 05/26/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-06-02T14:00:00Z,DRV,573.9431668,-14,Market,Filled,-8035.2043352,Warning: No quote information available at 06/02/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-06T14:00:00Z,DRV,580.3148672,9,Market,Filled,5222.8338048,Warning: No quote information available at 06/06/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-07T19:00:00Z,DRV,569.0418588,-9,Market,Filled,-5121.3767292,Warning: No quote information available at 06/07/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-06-08T14:00:00Z,DRV,584.2359136,14,Market,Filled,8179.3027904,Warning: No quote information available at 06/08/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-09T16:00:00Z,DRV,568.551728,-14,Market,Filled,-7959.724192,Warning: No quote information available at 06/09/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-06-16T14:00:00Z,DRV,546.0057112,10,Market,Filled,5460.057112,Warning: No quote information available at 06/16/2017 10:00:00 America/New_York, order filled using TradeBar data 
